study_id,site_id,sampling_method,pollinator,guild,identified_to,notes
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,11,observation,Apis dorsata,honeybees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,16,observation,Apis dorsata,honeybees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,17,observation,Apis dorsata,honeybees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,18,observation,Apis dorsata,honeybees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,19,observation,Apis dorsata,honeybees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,20,observation,Apis dorsata,honeybees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,21,observation,Apis dorsata,honeybees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,23,observation,Apis dorsata,honeybees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,1,observation,Heriades (Sulawesi) sp. 1,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,5,observation,Heriades (Sulawesi) sp. 1,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,6,observation,Heriades (Sulawesi) sp. 1,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,7,observation,Heriades (Sulawesi) sp. 1,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,8,observation,Heriades (Sulawesi) sp. 1,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,11,observation,Heriades (Sulawesi) sp. 1,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,14,observation,Heriades (Sulawesi) sp. 1,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,18,observation,Heriades (Sulawesi) sp. 1,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,19,observation,Heriades (Sulawesi) sp. 1,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,1,observation,Xylocopa (Zonohirsuta) dejeanii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,2,observation,Xylocopa (Zonohirsuta) dejeanii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,3,observation,Xylocopa (Zonohirsuta) dejeanii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,7,observation,Xylocopa (Zonohirsuta) dejeanii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,10,observation,Xylocopa (Zonohirsuta) dejeanii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,12,observation,Xylocopa (Zonohirsuta) dejeanii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,13,observation,Xylocopa (Zonohirsuta) dejeanii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,15,observation,Xylocopa (Zonohirsuta) dejeanii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,16,observation,Xylocopa (Zonohirsuta) dejeanii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,21,observation,Xylocopa (Zonohirsuta) dejeanii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,24,observation,Xylocopa (Zonohirsuta) dejeanii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,1,observation,Xylocopa (Koptortosoma) smithii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,7,observation,Xylocopa (Koptortosoma) smithii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,10,observation,Xylocopa (Koptortosoma) smithii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,2,observation,Xylocopa (Koptortosoma) aestuans,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,3,observation,Xylocopa (Koptortosoma) aestuans,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,7,observation,Xylocopa (Koptortosoma) aestuans,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,12,observation,Xylocopa (Koptortosoma) aestuans,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,14,observation,Xylocopa (Koptortosoma) aestuans,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,15,observation,Xylocopa (Koptortosoma) aestuans,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,18,observation,Xylocopa (Koptortosoma) aestuans,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,22,observation,Xylocopa (Koptortosoma) aestuans,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,3,observation,Amegilla whiteheadi,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,4,observation,Amegilla whiteheadi,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,5,observation,Amegilla whiteheadi,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,6,observation,Amegilla whiteheadi,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,8,observation,Amegilla whiteheadi,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,9,observation,Amegilla whiteheadi,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,10,observation,Amegilla whiteheadi,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,14,observation,Amegilla whiteheadi,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,21,observation,Amegilla whiteheadi,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,22,observation,Amegilla whiteheadi,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,9,observation,Amegilla (Sulawesi) sp. aff. samarensis,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,10,observation,Amegilla (Sulawesi) sp. aff. samarensis,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,11,observation,Amegilla (Sulawesi) sp. aff. samarensis,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,17,observation,Amegilla (Sulawesi) sp. aff. samarensis,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,20,observation,Amegilla (Sulawesi) sp. aff. samarensis,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,21,observation,Amegilla (Sulawesi) sp. aff. samarensis,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,23,observation,Amegilla (Sulawesi) sp. aff. samarensis,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,10,observation,Heriades (Sulawesi) sp. 2,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,12,observation,Heriades (Sulawesi) sp. 2,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,15,observation,Heriades (Sulawesi) sp. 2,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,20,observation,Heriades (Sulawesi) sp. 2,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,5,observation,"Patellapis (Pachyhalictus, Sulawesi) sp.",other_wild_bees,genus,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,1,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,4,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,6,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,7,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,8,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,9,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,10,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,11,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,12,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,15,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,16,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,19,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,21,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,22,observation,Creightonella frontalis atrata,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,1,observation,Chalicodoma (Eumegachinana) tub. tuberculatum,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,18,observation,Chalicodoma (Eumegachinana) tub. tuberculatum,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,19,observation,Chalicodoma (Eumegachinana) tub. tuberculatum,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,20,observation,Chalicodoma (Eumegachinana) tub. tuberculatum,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,22,observation,Chalicodoma (Eumegachinana) tub. tuberculatum,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,5,observation,Chalicodoma (Callomegachile) terminale,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,16,observation,Chalicodoma (Callomegachile) terminale,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,19,observation,Paracella (Sulawesi) sp. 1,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,22,observation,Paracella (Sulawesi) sp. 1,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,23,observation,Paracella (Sulawesi) sp. 1,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,2,observation,Torridapis ducalis,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,9,observation,Torridapis ducalis,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,11,observation,Torridapis ducalis,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,16,observation,Torridapis ducalis,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,21,observation,Torridapis ducalis,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,5,observation,Megachile (Sulawesi) sp. aff. bakeri,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,9,observation,Megachile (Sulawesi) sp. aff. bakeri,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,11,observation,Megachile (Sulawesi) sp. aff. bakeri,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,12,observation,Megachile (Sulawesi) sp. aff. bakeri,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,13,observation,Megachile (Sulawesi) sp. aff. bakeri,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,15,observation,Megachile (Sulawesi) sp. aff. bakeri,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,1,observation,Paracella (Sulawesi) sp. 2,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,7,observation,Paracella (Sulawesi) sp. 2,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,20,observation,Paracella (Sulawesi) sp. 2,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,23,observation,Paracella (Sulawesi) sp. 2,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,8,observation,Coelioxys smithii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,10,observation,Coelioxys smithii,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,2,observation,Nomia (Thoraconomia) thoracica,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,3,observation,Nomia (Thoraconomia) thoracica,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,8,observation,Nomia (Thoraconomia) thoracica,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,12,observation,Nomia (Thoraconomia) thoracica,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,14,observation,Nomia (Thoraconomia) thoracica,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,15,observation,Nomia (Thoraconomia) thoracica,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,18,observation,Ceratina (Ceratinidia) rugifrons,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,19,observation,Ceratina (Ceratinidia) rugifrons,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,1,observation,Lipotriches (Sulawesi) sp.,other_wild_bees,genus,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,2,observation,Lipotriches (Sulawesi) sp.,other_wild_bees,genus,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,7,observation,Lipotriches (Sulawesi) sp.,other_wild_bees,genus,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,11,observation,Lipotriches (Sulawesi) sp.,other_wild_bees,genus,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,12,observation,Lipotriches (Sulawesi) sp.,other_wild_bees,genus,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,15,observation,Lipotriches (Sulawesi) sp.,other_wild_bees,genus,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,17,observation,Lipotriches (Sulawesi) sp.,other_wild_bees,genus,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,18,observation,Lipotriches (Sulawesi) sp.,other_wild_bees,genus,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,19,observation,Lipotriches (Sulawesi) sp.,other_wild_bees,genus,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,22,observation,Lipotriches (Sulawesi) sp.,other_wild_bees,genus,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,1,observation,Halictidae (Sulawesi) sp. 21,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,2,observation,Halictidae (Sulawesi) sp. 21,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,3,observation,Halictidae (Sulawesi) sp. 21,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,7,observation,Halictidae (Sulawesi) sp. 21,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,10,observation,Halictidae (Sulawesi) sp. 21,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,11,observation,Halictidae (Sulawesi) sp. 21,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,18,observation,Halictidae (Sulawesi) sp. 21,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,21,observation,Halictidae (Sulawesi) sp. 21,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,1,observation,Halictidae (Sulawesi) sp. 22,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,2,observation,Halictidae (Sulawesi) sp. 22,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,7,observation,Halictidae (Sulawesi) sp. 22,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,9,observation,Halictidae (Sulawesi) sp. 22,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,10,observation,Halictidae (Sulawesi) sp. 22,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,11,observation,Halictidae (Sulawesi) sp. 22,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,20,observation,Halictidae (Sulawesi) sp. 22,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,21,observation,Halictidae (Sulawesi) sp. 22,other_wild_bees,morphospecies,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,9,observation,Thyreus nitidus quartinae,other_wild_bees,species,NA
Alexandra_Maria_Klein_Coffea_arabica_Indonesia_2000_2001,10,observation,Thyreus nitidus quartinae,other_wild_bees,species,NA
